order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,Sheet_Label
7425,0,US,Collectibles,Paper,Newspapers,1900-39,,,13994,4,Leaf,Collectibles > Paper > Newspapers > 1900-39,Collectible Newspapers (1900-1939),Term Based BN?
7426,0,US,Collectibles,Paper,Newspapers,1940-69,,,13995,4,Leaf,Collectibles > Paper > Newspapers > 1940-69,Collectible Newspapers (1940-1969),Term Based BN?
7427,0,US,Collectibles,Paper,Newspapers,1970-Now,,,1439,4,Leaf,Collectibles > Paper > Newspapers > 1970-Now,Collectible Newspapers (1970-Now),Term Based BN?
7424,0,US,Collectibles,Paper,Newspapers,Pre-1900,,,13993,4,Leaf,Collectibles > Paper > Newspapers > Pre-1900,Collectible Newspapers (Pre-1900),Term Based BN?
7428,0,US,Collectibles,Paper,Newspapers,"Unspecified, Unknown Date",,,165663,4,Leaf,"Collectibles > Paper > Newspapers > Unspecified, Unknown Date",Collectible Newspapers (Unknown Date),Term Based BN?
7431,0,US,Collectibles,Paper,Pin Up,Contemporary (1970-Now),,,4948,4,Leaf,Collectibles > Paper > Pin Up > Contemporary (1970-Now),Collectible Contemporary Pinups (1970-Now),Term Based BN?
7430,0,US,Collectibles,Paper,Pin Up,Vintage (Pre-1970),,,3899,4,Leaf,Collectibles > Paper > Pin Up > Vintage (Pre-1970),Collectible Vintage Pinups (Pre-1970),Term Based BN?
7437,0,US,Collectibles,Paper,Vintage Greeting Cards,Animals,,,156504,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Animals,Collectible Vintage Animal Greeting Cards,Term Based BN?
7438,0,US,Collectibles,Paper,Vintage Greeting Cards,Birthday,,,35890,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Birthday,Collectible Vintage Birthday Cards,Term Based BN?
7439,0,US,Collectibles,Paper,Vintage Greeting Cards,Christmas,,,35891,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Christmas,Collectible Vintage Christmas Cards,Term Based BN?
7443,0,US,Collectibles,Paper,Vintage Greeting Cards,Mixed Lots,,,156507,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Mixed Lots,Collectible Vintage Greeting Card Mixed Lots,Term Based BN?
7444,0,US,Collectibles,Paper,Vintage Greeting Cards,Other Vintage Greeting Cards,,,3633,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Other Vintage Greeting Cards,Other Collectible Vintage Greeting Cards,Term Based BN?
7442,0,US,Collectibles,Paper,Vintage Greeting Cards,Unused Vintage,,,156506,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Unused Vintage,Collectible Unused Vintage Greeting Cards,Term Based BN?
7440,0,US,Collectibles,Paper,Vintage Greeting Cards,Valentine's Day,,,35892,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Valentine's Day,Collectible Vintage Valentine's Day Cards,Term Based BN?
7441,0,US,Collectibles,Paper,Vintage Greeting Cards,Victorian,,,156505,4,Leaf,Collectibles > Paper > Vintage Greeting Cards > Victorian,Collectible Victorian Greeting Cards,Term Based BN?
7449,0,US,Collectibles,Pens & Writing Instruments,Desktop Items,Clips & Holders,,,38015,4,Leaf,Collectibles > Pens & Writing Instruments > Desktop Items > Clips & Holders,Collectible Pen Clips & Holders,Term Based BN?
7450,0,US,Collectibles,Pens & Writing Instruments,Desktop Items,Letter Openers,,,28020,4,Leaf,Collectibles > Pens & Writing Instruments > Desktop Items > Letter Openers,Collectible Letter Openers,Term Based BN?
7453,0,US,Collectibles,Pens & Writing Instruments,Desktop Items,Other Desktop Collectibles,,,969,4,Leaf,Collectibles > Pens & Writing Instruments > Desktop Items > Other Desktop Collectibles,Other Collectible Desktop Items,Term Based BN?
7451,0,US,Collectibles,Pens & Writing Instruments,Desktop Items,Pencil Sharpeners,,,28021,4,Leaf,Collectibles > Pens & Writing Instruments > Desktop Items > Pencil Sharpeners,Collectible Pencil Sharpeners,Term Based BN?
7452,0,US,Collectibles,Pens & Writing Instruments,Desktop Items,Stamps & Seals,,,165618,4,Leaf,Collectibles > Pens & Writing Instruments > Desktop Items > Stamps & Seals,Collectible Rubber Stamps & Seals,Term Based BN?
7515,0,US,Collectibles,Pens & Writing Instruments,Pen Accessories,Cases,,,165651,4,Leaf,Collectibles > Pens & Writing Instruments > Pen Accessories > Cases,Collectible Pen Cases,Term Based BN?
7516,0,US,Collectibles,Pens & Writing Instruments,Pen Accessories,Ink Refills & Cartridges,,,165652,4,Leaf,Collectibles > Pens & Writing Instruments > Pen Accessories > Ink Refills & Cartridges,Collectible Pen Ink Refills & Cartridges,Term Based BN?
7517,0,US,Collectibles,Pens & Writing Instruments,Pen Accessories,Other Collectible Pen Accs,,,165653,4,Leaf,Collectibles > Pens & Writing Instruments > Pen Accessories > Other Collectible Pen Accs,Other Collectible Pen Accessories,Term Based BN?
7519,0,US,Collectibles,Pens & Writing Instruments,Pencils,Bullet,,,7283,4,Leaf,Collectibles > Pens & Writing Instruments > Pencils > Bullet,Collectible Bullet Pencils,Term Based BN?
7520,0,US,Collectibles,Pens & Writing Instruments,Pencils,Mechanical,,,7284,4,Leaf,Collectibles > Pens & Writing Instruments > Pencils > Mechanical,Collectible Mechanical Pencils,Term Based BN?
7521,0,US,Collectibles,Pens & Writing Instruments,Pencils,Other Collectible Pencils,,,968,4,Leaf,Collectibles > Pens & Writing Instruments > Pencils > Other Collectible Pencils,Other Collectible Pencils,Term Based BN?
7477,0,US,Collectibles,Pens & Writing Instruments,Pens,Floaty Pens,,,7280,4,Leaf,Collectibles > Pens & Writing Instruments > Pens > Floaty Pens,Collectible Floaty Pens,Term Based BN?
7513,0,US,Collectibles,Pens & Writing Instruments,Pens,Other Collectible Pens,,,967,4,Leaf,Collectibles > Pens & Writing Instruments > Pens > Other Collectible Pens,Other Collectible Pens,Term Based BN?
7528,0,US,Collectibles,"Pez, Keychains, Promo Glasses",Keychains,Modern (1970-Now),,,3628,4,Leaf,"Collectibles > Pez, Keychains, Promo Glasses > Keychains > Modern (1970-Now)",Collectible Modern Keychains (1970-Now),Term Based BN?
7529,0,US,Collectibles,"Pez, Keychains, Promo Glasses",Keychains,Vintage (Pre-1970),,,38017,4,Leaf,"Collectibles > Pez, Keychains, Promo Glasses > Keychains > Vintage (Pre-1970)",Collectible Vintage Keychains (Pre-1970),Term Based BN?
7541,0,US,Collectibles,"Pez, Keychains, Promo Glasses",Pez,Vintage (no feet),,,4099,4,Leaf,"Collectibles > Pez, Keychains, Promo Glasses > Pez > Vintage (no feet)",Collectible Vintage Pez Dispensers (without Feet),Term Based BN?
7568,0,US,Collectibles,Pinbacks & Lunchboxes,"Lunchboxes, Thermoses",Other Collectible Lunchboxes,,,150,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Lunchboxes, Thermoses > Other Collectible Lunchboxes",Other Collectible Lunchboxes & Thermoses,Term Based BN?
7570,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Advertising,,,149377,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Advertising,Advertising Pinbacks,Term Based BN?
7571,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Animals,,,149378,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Animals,Animal Pinbacks,Term Based BN?
7572,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Awards,,,149379,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Awards,Award Pinbacks,Term Based BN?
7573,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Campaigns, Elections, Politics",,,50790,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Campaigns, Elections, Politics","Campaign, Election & Politics Pinbacks",Term Based BN?
7574,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Carnivals, Fairs",,,149382,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Carnivals, Fairs",Carnival & Fair Pinbacks,Term Based BN?
7575,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Celebrities,,,149383,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Celebrities,Celebrity Pinbacks,Term Based BN?
7576,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Clubs, Memberships",,,149384,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Clubs, Memberships",Club & Membership Pinbacks,Term Based BN?
7577,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Comic Books, Cartoons",,,50788,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Comic Books, Cartoons",Comic Book & Cartoon Pinbacks,Term Based BN?
7578,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Humorous,,,165655,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Humorous,Humorous Pinbacks,Term Based BN?
7579,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Media, Press",,,73545,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Media, Press",Media & Press Pinbacks,Term Based BN?
7597,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Mixed Lots,,,73547,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Mixed Lots,Pinback Mixed Lots,Term Based BN?
7580,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Movies, Television",,,149380,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Movies, Television",Movie & Television Pinbacks,Term Based BN?
7581,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Music, Musicians",,,149381,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Music, Musicians",Music & Musician Pinbacks,Term Based BN?
7582,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Olympic,,,63802,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Olympic,Olympic Pinbacks,Term Based BN?
7598,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Other Collectible Pinbacks,,,2036,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Other Collectible Pinbacks,Other Collectible Pinbacks,Term Based BN?
7583,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Patriotic,,,50789,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Patriotic,Patriotic Pinbacks,Term Based BN?
7584,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Red Cross,,,63803,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Red Cross,Red Cross Pinbacks,Term Based BN?
7585,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Religious,,,149385,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Religious,Religious Pinbacks,Term Based BN?
7590,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Ribbons,,,149388,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Ribbons,Ribbon Pinbacks,Term Based BN?
7591,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Slogans,,,149389,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Slogans,Slogan Pinbacks,Term Based BN?
7592,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,"Souvenirs, Travel",,,149390,4,Leaf,"Collectibles > Pinbacks & Lunchboxes > Pinbacks > Souvenirs, Travel",Souvenir & Travel Pinbacks,Term Based BN?
7593,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Sports,,,149391,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Sports,Sports Pinbacks,Term Based BN?
7594,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,U.S. States,,,73546,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > U.S. States,US State Pinbacks,Term Based BN?
7596,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Vehicles,,,149386,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Vehicles,Vehicle Pinbacks,Term Based BN?
7595,0,US,Collectibles,Pinbacks & Lunchboxes,Pinbacks,Wal-Mart,,,63807,4,Leaf,Collectibles > Pinbacks & Lunchboxes > Pinbacks > Wal-Mart,Wal-Mart Pinbacks,Term Based BN?
7602,0,US,Collectibles,Postcards & Supplies,Postcards,Non-Topographical Postcards,,,262043,4,Leaf,Collectibles > Postcards & Supplies > Postcards > Non-Topographical Postcards,Collectible Non-Topographical Postcards,Term Based BN?
7601,0,US,Collectibles,Postcards & Supplies,Postcards,Topographical Postcards,,,262042,4,Leaf,Collectibles > Postcards & Supplies > Postcards > Topographical Postcards,Collectible Topographical Postcards,Term Based BN?
7607,0,US,Collectibles,"Radio, Phonograph, TV, Phone","Phonographs, Accessories","Accessories, Parts",,,38027,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Phonographs, Accessories > Accessories, Parts",Collectible Phonograph Accessories & Parts,Term Based BN?
7608,0,US,Collectibles,"Radio, Phonograph, TV, Phone","Phonographs, Accessories",Columbia Phonographs,,,38028,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Phonographs, Accessories > Columbia Phonographs",Collectible Columbia Phonographs,Term Based BN?
7609,0,US,Collectibles,"Radio, Phonograph, TV, Phone","Phonographs, Accessories",Edison Phonographs,,,38029,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Phonographs, Accessories > Edison Phonographs",Collectible Edison Phonographs,Term Based BN?
7611,0,US,Collectibles,"Radio, Phonograph, TV, Phone","Phonographs, Accessories",Other Phonographs,,,1442,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Phonographs, Accessories > Other Phonographs",Other Collectible Phonographs & Accessories,Term Based BN?
7610,0,US,Collectibles,"Radio, Phonograph, TV, Phone","Phonographs, Accessories",Victor Phonographs,,,38030,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Phonographs, Accessories > Victor Phonographs",Collectible Victor Phonographs,Term Based BN?
7613,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Radios,Crystal Radios,,,165665,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Radios > Crystal Radios",Collectible Crystal Radios,Term Based BN?
7614,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Radios,Manuals,,,934,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Radios > Manuals",Collectible Radio Manuals,Term Based BN?
7623,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Radios,Other Collectible Radios,,,132,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Radios > Other Collectible Radios",Other Collectible Radios,Term Based BN?
7615,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Radios,Parts & Tubes,,,7275,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Radios > Parts & Tubes",Collectible Radio Parts & Tubes,Term Based BN?
7616,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Radios,QSL Cards,,,38031,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Radios > QSL Cards",Collectible QSL Cards,Term Based BN?
7617,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Radios,Transistor Radios,,,932,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Radios > Transistor Radios",Collectible Transistor Radios,Term Based BN?
7626,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Telephones,1940-69,,,38038,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Telephones > 1940-69",Collectible Telephones (1940-1969),Term Based BN?
7627,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Telephones,1970-Now,,,985,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Telephones > 1970-Now",Collectible Telephones (1970-Now),Term Based BN?
7625,0,US,Collectibles,"Radio, Phonograph, TV, Phone",Telephones,Pre-1940,,,38037,4,Leaf,"Collectibles > Radio, Phonograph, TV, Phone > Telephones > Pre-1940",Collectible Telephones (Pre-1940),Term Based BN?
7633,0,US,Collectibles,Religion & Spirituality,Buddhism,Amulets & Pendants,,,165667,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Amulets & Pendants,Collectible Buddhist Amulets & Pendants,Term Based BN?
7634,0,US,Collectibles,Religion & Spirituality,Buddhism,Incense & Incense Holders,,,165669,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Incense & Incense Holders,Collectible Buddhist Incense & Incense Holders,Term Based BN?
7635,0,US,Collectibles,Religion & Spirituality,Buddhism,Jewelry & Watches,,,165670,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Jewelry & Watches,Collectible Buddhist Jewelry & Watches,Term Based BN?
7641,0,US,Collectibles,Religion & Spirituality,Buddhism,Other Buddhism Collectibles,,,13766,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Other Buddhism Collectibles,Other Buddhism Collectibles,Term Based BN?
7636,0,US,Collectibles,Religion & Spirituality,Buddhism,Prayer Beads,,,165671,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Prayer Beads,Collectible Buddhist Prayer Beads,Term Based BN?
7637,0,US,Collectibles,Religion & Spirituality,Buddhism,Prayer Flags,,,165672,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Prayer Flags,Collectible Buddhist Prayer Flags,Term Based BN?
7638,0,US,Collectibles,Religion & Spirituality,Buddhism,Prayer Wheels,,,165673,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Prayer Wheels,Collectible Buddhist Prayer Wheels,Term Based BN?
7639,0,US,Collectibles,Religion & Spirituality,Buddhism,"Prints, Posters & Paintings",,,165674,4,Leaf,"Collectibles > Religion & Spirituality > Buddhism > Prints, Posters & Paintings","Collectible Buddhist Prints, Posters & Paintings",Term Based BN?
7640,0,US,Collectibles,Religion & Spirituality,Buddhism,Statues & Figures,,,165675,4,Leaf,Collectibles > Religion & Spirituality > Buddhism > Statues & Figures,Collectible Buddhist Statues & Figures,Term Based BN?
7643,0,US,Collectibles,Religion & Spirituality,Christianity,Bears & Dolls,,,35808,4,Leaf,Collectibles > Religion & Spirituality > Christianity > Bears & Dolls,Collectible Christian Bears & Dolls,Term Based BN?
7644,0,US,Collectibles,Religion & Spirituality,Christianity,Boxes,,,35809,4,Leaf,Collectibles > Religion & Spirituality > Christianity > Boxes,Collectible Christian Boxes,Term Based BN?
7645,0,US,Collectibles,Religion & Spirituality,Christianity,Charms,,,35810,4,Leaf,Collectibles > Religion & Spirituality > Christianity > Charms,Collectible Christian Charms,Term Based BN?
7646,0,US,Collectibles,Religion & Spirituality,Christianity,Crucifixes & Crosses,,,11669,4,Leaf,Collectibles > Religion & Spirituality > Christianity > Crucifixes & Crosses,Collectible Christian Crucifixes & Crosses,Term Based BN?
7647,0,US,Collectibles,Religion & Spirituality,Christianity,Holy Cards,,,13767,4,Leaf,Collectibles > Religion & Spirituality > Christianity > Holy Cards,Collectible Christian Holy Cards,Term Based BN?
7648,0,US,Collectibles,Religion & Spirituality,Christianity,Holy Water Fonts,,,165681,4,Leaf,Collectibles > Religion & Spirituality > Christianity > Holy Water Fonts,Collectible Christian Holy Water Fonts,Term Based BN?
