order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,Sheet_Label
6934,0,US,Collectibles,"Knives, Swords & Blades","Blade Parts, Supplies & Accs",Blade Maintenance & Care,,,182971,4,Leaf,"Collectibles > Knives, Swords & Blades > Blade Parts, Supplies & Accs > Blade Maintenance & Care","Collectible Knife, Sword & Blade Maintenance & Care Products",Term Based BN?
6935,0,US,Collectibles,"Knives, Swords & Blades","Blade Parts, Supplies & Accs",Blade Parts & Supplies,,,182972,4,Leaf,"Collectibles > Knives, Swords & Blades > Blade Parts, Supplies & Accs > Blade Parts & Supplies","Collectible Knife, Sword & Blade Parts & Supplies",Term Based BN?
6936,0,US,Collectibles,"Knives, Swords & Blades","Blade Parts, Supplies & Accs",Blade Sharpeners & Stones,,,43220,4,Leaf,"Collectibles > Knives, Swords & Blades > Blade Parts, Supplies & Accs > Blade Sharpeners & Stones","Collectible Knife, Sword & Blade Sharpeners & Stones",Term Based BN?
6937,0,US,Collectibles,"Knives, Swords & Blades","Blade Parts, Supplies & Accs","Boxes, Cases & Pouches",,,73521,4,Leaf,"Collectibles > Knives, Swords & Blades > Blade Parts, Supplies & Accs > Boxes, Cases & Pouches","Collectible Knife, Sword & Blade Boxes, Cases & Pouches",Term Based BN?
6940,0,US,Collectibles,"Knives, Swords & Blades","Blade Parts, Supplies & Accs",Other Collectible Blade Accs,,,41181,4,Leaf,"Collectibles > Knives, Swords & Blades > Blade Parts, Supplies & Accs > Other Collectible Blade Accs","Other Collectible Knife, Sword & Blade Accessories",Term Based BN?
6938,0,US,Collectibles,"Knives, Swords & Blades","Blade Parts, Supplies & Accs",Sheaths,,,43221,4,Leaf,"Collectibles > Knives, Swords & Blades > Blade Parts, Supplies & Accs > Sheaths","Collectible Knife, Sword & Blade Sheaths",Term Based BN?
6939,0,US,Collectibles,"Knives, Swords & Blades","Blade Parts, Supplies & Accs","Stands, Hangers & Plaques",,,43219,4,Leaf,"Collectibles > Knives, Swords & Blades > Blade Parts, Supplies & Accs > Stands, Hangers & Plaques","Collectible Knife, Sword & Blade Stands, Hangers & Plaques",Term Based BN?
6955,0,US,Collectibles,"Knives, Swords & Blades",Collectible Folding Knives,Mixed Lots,,,165580,4,Leaf,"Collectibles > Knives, Swords & Blades > Collectible Folding Knives > Mixed Lots",Collectible Knives Mixed Lots,Term Based BN?
6969,0,US,Collectibles,"Knives, Swords & Blades",Swords & Sabers,Middle Eastern,,,165584,4,Leaf,"Collectibles > Knives, Swords & Blades > Swords & Sabers > Middle Eastern",Collectible Middle Eastern Swords & Sabers,Term Based BN?
6970,0,US,Collectibles,"Knives, Swords & Blades",Swords & Sabers,Other Collectible Swords,,,20272,4,Leaf,"Collectibles > Knives, Swords & Blades > Swords & Sabers > Other Collectible Swords",Other Collectible Swords & Sabers,Term Based BN?
6986,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Bed Pillows,,,261718,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Bed Pillows,Collectible Bed Pillows,Term Based BN?
6987,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Bed Skirts,,,261719,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Bed Skirts,Collectible Bed Skirts,Term Based BN?
6988,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Blankets,,,261720,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Blankets,Collectible Blankets,Term Based BN?
6989,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Canopies & Netting,,,261721,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Canopies & Netting,Collectible Canopies & Netting,Term Based BN?
6990,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Decorative Bed Pillows,,,261722,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Decorative Bed Pillows,Collectible Decorative Bed Pillows,Term Based BN?
6996,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Other Bed & Bath Linens,,,261728,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Other Bed & Bath Linens,Other Collectible Bed & Bath Linen,Term Based BN?
6992,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Pillow Shams,,,261724,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Pillow Shams,Collectible Pillow Shams,Term Based BN?
6991,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Pillowcases,,,261723,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Pillowcases,Collectible Pillowcases,Term Based BN?
6993,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,"Quilts, Bedspreads & Coverlets",,,261725,4,Leaf,"Collectibles > Linens & Textiles > Bed & Bath Linens > Quilts, Bedspreads & Coverlets","Collectible Quilts, Bedspreads & Coverlets",Term Based BN?
6994,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Sheets,,,261726,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Sheets,Collectible Sheets,Term Based BN?
6995,0,US,Collectibles,Linens & Textiles,Bed & Bath Linens,Towels,,,261727,4,Leaf,Collectibles > Linens & Textiles > Bed & Bath Linens > Towels,Collectible Towels,Term Based BN?
7002,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Appliance Covers,,,261734,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Appliance Covers,Collectible Appliance Covers,Term Based BN?
7003,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Aprons,,,261735,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Aprons,Collectible Aprons,Term Based BN?
7004,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Doilies,,,261736,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Doilies,Collectible Doilies,Term Based BN?
7005,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Feed & Flour Sacks,,,261737,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Feed & Flour Sacks,Collectible Feed & Flour Sacks,Term Based BN?
7007,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Napkin Rings & Holders,,,261739,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Napkin Rings & Holders,Collectible Napkin Rings & Holders,Term Based BN?
7006,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Napkins,,,261738,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Napkins,Collectible Napkins,Term Based BN?
7014,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Other Kitchen Linens & Textiles,,,261746,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Other Kitchen Linens & Textiles,Other Collectible Kitchen Linen & Textiles,Term Based BN?
7008,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Oven Mitts & Potholders,,,261740,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Oven Mitts & Potholders,Collectible Oven Mitts & Potholders,Term Based BN?
7009,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Placemats,,,261741,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Placemats,Collectible Placemats,Term Based BN?
7010,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Table Runners,,,261742,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Table Runners,Collectible Table Runners,Term Based BN?
7011,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Tablecloths,,,261743,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Tablecloths,Collectible Tablecloths,Term Based BN?
7012,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Tea Cozies,,,261744,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Tea Cozies,Collectible Tea Cozies,Term Based BN?
7013,0,US,Collectibles,Linens & Textiles,Kitchen Linens & Textiles,Towels & Dishcloths,,,261745,4,Leaf,Collectibles > Linens & Textiles > Kitchen Linens & Textiles > Towels & Dishcloths,Collectible Towels & Dishcloths,Term Based BN?
7036,0,US,Collectibles,Militaria,1700-74,Original Period Items,,,13957,4,Leaf,Collectibles > Militaria > 1700-74 > Original Period Items,Military Original Period Items (1799-1774),Term Based BN?
7037,0,US,Collectibles,Militaria,1700-74,Reenactment & Reproductions,,,156376,4,Leaf,Collectibles > Militaria > 1700-74 > Reenactment & Reproductions,Reproduction Militaria (1700-1774),Term Based BN?
7042,0,US,Collectibles,Militaria,1784-1860,Original Period Items,,,4070,4,Leaf,Collectibles > Militaria > 1784-1860 > Original Period Items,Military Original Period Items (1784-1860),Term Based BN?
7043,0,US,Collectibles,Militaria,1784-1860,Reenactment & Reproductions,,,156380,4,Leaf,Collectibles > Militaria > 1784-1860 > Reenactment & Reproductions,Reenactment & Reproduction Militaria (1784-1860),Term Based BN?
7078,0,US,Collectibles,Militaria,1903-13,Original Period Items,,,583,4,Leaf,Collectibles > Militaria > 1903-13 > Original Period Items,Military Original Period Items (1903-1913),Term Based BN?
7079,0,US,Collectibles,Militaria,1903-13,Reproductions,,,156388,4,Leaf,Collectibles > Militaria > 1903-13 > Reproductions,Reproduction Militaria (1903-1913),Term Based BN?
7137,0,US,Collectibles,Militaria,1919-38,Original Period Items,,,13976,4,Leaf,Collectibles > Militaria > 1919-38 > Original Period Items,Military Original Period Items (1919-1938),Term Based BN?
7138,0,US,Collectibles,Militaria,1919-38,Reproductions,,,156372,4,Leaf,Collectibles > Militaria > 1919-38 > Reproductions,Reproduction Militaria (1919-1938),Term Based BN?
7226,0,US,Collectibles,Militaria,1946-49,Original Period Items,,,13981,4,Leaf,Collectibles > Militaria > 1946-49 > Original Period Items,Military Original Period Items (1946-1949),Term Based BN?
7227,0,US,Collectibles,Militaria,1946-49,Reproductions,,,156472,4,Leaf,Collectibles > Militaria > 1946-49 > Reproductions,Reproduction Militaria (1946-1949),Term Based BN?
7232,0,US,Collectibles,Militaria,1954-60,Original Period Items,,,13982,4,Leaf,Collectibles > Militaria > 1954-60 > Original Period Items,Military Original Period Items (1954-1960),Term Based BN?
7233,0,US,Collectibles,Militaria,1954-60,Reproductions,,,156443,4,Leaf,Collectibles > Militaria > 1954-60 > Reproductions,Reproduction Militaria (1954-1960),Term Based BN?
7252,0,US,Collectibles,Militaria,1976-89,Original Period Items,,,13983,4,Leaf,Collectibles > Militaria > 1976-89 > Original Period Items,Military Original Period Items (1976-1989),Term Based BN?
7253,0,US,Collectibles,Militaria,1976-89,Reproductions,,,156447,4,Leaf,Collectibles > Militaria > 1976-89 > Reproductions,Reproduction Militaria (1976-1989),Term Based BN?
7258,0,US,Collectibles,Militaria,1992-2001,Original Period Items,,,156451,4,Leaf,Collectibles > Militaria > 1992-2001 > Original Period Items,Military Original Period Items (1992-2001),Term Based BN?
7259,0,US,Collectibles,Militaria,1992-2001,Reproductions,,,156452,4,Leaf,Collectibles > Militaria > 1992-2001 > Reproductions,Reproduction Militaria (1992-2001),Term Based BN?
7045,0,US,Collectibles,Militaria,Civil War (1861-65),Books,,,13959,4,Leaf,Collectibles > Militaria > Civil War (1861-65) > Books,Civil War Books,Term Based BN?
7061,0,US,Collectibles,Militaria,Civil War (1861-65),Civil War Veterans' Items,,,156948,4,Leaf,Collectibles > Militaria > Civil War (1861-65) > Civil War Veterans' Items,Civil War Veterans' Items,Term Based BN?
7070,0,US,Collectibles,Militaria,Civil War (1861-65),Other Civil War-Related Items,,,158427,4,Leaf,Collectibles > Militaria > Civil War (1861-65) > Other Civil War-Related Items,Other Civil War-Related Collectibles (1861-1865),Term Based BN?
7302,0,US,Collectibles,Militaria,Current Militaria (2001-Now),Reproductions,,,156470,4,Leaf,Collectibles > Militaria > Current Militaria (2001-Now) > Reproductions,Reproduction Current Militaria,Term Based BN?
7255,0,US,Collectibles,Militaria,Desert Storm (1990-91),Original Period Items,,,10953,4,Leaf,Collectibles > Militaria > Desert Storm (1990-91) > Original Period Items,Desert Storm Original Period Items (1990-1991),Term Based BN?
7256,0,US,Collectibles,Militaria,Desert Storm (1990-91),Reproductions,,,156449,4,Leaf,Collectibles > Militaria > Desert Storm (1990-91) > Reproductions,Reproduction Desert Storm Collectibles (1990-1991),Term Based BN?
7072,0,US,Collectibles,Militaria,Indian Wars (1866-97),Original Period Items,,,7271,4,Leaf,Collectibles > Militaria > Indian Wars (1866-97) > Original Period Items,Original Indian War Period Items (1866-1897),Term Based BN?
7073,0,US,Collectibles,Militaria,Indian Wars (1866-97),Reproductions,,,156384,4,Leaf,Collectibles > Militaria > Indian Wars (1866-97) > Reproductions,Reproduction Indian War Collectibles (1866-1897),Term Based BN?
7229,0,US,Collectibles,Militaria,Korea (1950-53),Original Period Items,,,586,4,Leaf,Collectibles > Militaria > Korea (1950-53) > Original Period Items,Original Korean Military Period Items (1950-1953),Term Based BN?
7230,0,US,Collectibles,Militaria,Korea (1950-53),Reproductions,,,156441,4,Leaf,Collectibles > Militaria > Korea (1950-53) > Reproductions,Reproduction Korean Militaria (1950-1953),Term Based BN?
7304,0,US,Collectibles,Militaria,Militaria (Date Unknown),Air Force,,,66528,4,Leaf,Collectibles > Militaria > Militaria (Date Unknown) > Air Force,Air Force Collectibles (Unknown Date),Term Based BN?
7305,0,US,Collectibles,Militaria,Militaria (Date Unknown),Army,,,66529,4,Leaf,Collectibles > Militaria > Militaria (Date Unknown) > Army,Army Collectibles (Unknown Date),Term Based BN?
7306,0,US,Collectibles,Militaria,Militaria (Date Unknown),Coast Guard,,,66530,4,Leaf,Collectibles > Militaria > Militaria (Date Unknown) > Coast Guard,Coast Guard Collectibles (Unknown Date),Term Based BN?
7307,0,US,Collectibles,Militaria,Militaria (Date Unknown),Marine Corps,,,66531,4,Leaf,Collectibles > Militaria > Militaria (Date Unknown) > Marine Corps,Marine Corps Collectibles (Unknown Date),Term Based BN?
7308,0,US,Collectibles,Militaria,Militaria (Date Unknown),National Guard,,,66532,4,Leaf,Collectibles > Militaria > Militaria (Date Unknown) > National Guard,National Guard Collectibles (Unknown Date),Term Based BN?
7309,0,US,Collectibles,Militaria,Militaria (Date Unknown),Navy,,,66533,4,Leaf,Collectibles > Militaria > Militaria (Date Unknown) > Navy,Navy Collectibles (Unknown Date),Term Based BN?
7310,0,US,Collectibles,Militaria,Militaria (Date Unknown),Other Militaria (Date Unknown),,,66534,4,Leaf,Collectibles > Militaria > Militaria (Date Unknown) > Other Militaria (Date Unknown),Other Military Collectibles (Unknown Date),Term Based BN?
7033,0,US,Collectibles,Militaria,Pre-1700,Original Period Items,,,1552,4,Leaf,Collectibles > Militaria > Pre-1700 > Original Period Items,Military Original Period Items (Pre-1700),Term Based BN?
7034,0,US,Collectibles,Militaria,Pre-1700,Reenactment & Reproductions,,,156374,4,Leaf,Collectibles > Militaria > Pre-1700 > Reenactment & Reproductions,Reenactment & Reproduction Militaria (Pre-1700),Term Based BN?
7039,0,US,Collectibles,Militaria,Revolutionary War (1775-83),Original Period Items,,,10951,4,Leaf,Collectibles > Militaria > Revolutionary War (1775-83) > Original Period Items,Original Revolutionary War Period Items,Term Based BN?
7040,0,US,Collectibles,Militaria,Revolutionary War (1775-83),Reenactment & Reproductions,,,156378,4,Leaf,Collectibles > Militaria > Revolutionary War (1775-83) > Reenactment & Reproductions,Revolutionary War Reenactment & Reproduction Collectibles,Term Based BN?
7075,0,US,Collectibles,Militaria,Spanish-Amer War (1898-1902),Original Period Items,,,10952,4,Leaf,Collectibles > Militaria > Spanish-Amer War (1898-1902) > Original Period Items,Original Spanish-American War Period Items (1898-1902),Term Based BN?
7076,0,US,Collectibles,Militaria,Spanish-Amer War (1898-1902),Reproductions,,,156386,4,Leaf,Collectibles > Militaria > Spanish-Amer War (1898-1902) > Reproductions,Reproduction Spanish-American War Collectibles (1898-1902),Term Based BN?
7312,0,US,Collectibles,Militaria,Surplus,Boxes & Chests,,,165616,4,Leaf,Collectibles > Militaria > Surplus > Boxes & Chests,Collectible Military Surplus Boxes & Chests,Term Based BN?
7313,0,US,Collectibles,Militaria,Surplus,Hats & Helmets,,,36076,4,Leaf,Collectibles > Militaria > Surplus > Hats & Helmets,Collectible Military Surplus Hats & Helmets,Term Based BN?
7314,0,US,Collectibles,Militaria,Surplus,Machine Parts & Accessories,,,165617,4,Leaf,Collectibles > Militaria > Surplus > Machine Parts & Accessories,Collectible Military Surplus Machine Parts & Accessories,Term Based BN?
7315,0,US,Collectibles,Militaria,Surplus,Masks,,,70985,4,Leaf,Collectibles > Militaria > Surplus > Masks,Collectible Military Surplus Masks,Term Based BN?
7316,0,US,Collectibles,Militaria,Surplus,"Medals, Pins & Ribbons",,,104024,4,Leaf,"Collectibles > Militaria > Surplus > Medals, Pins & Ribbons","Collectible Military Surplus Medals, Pins & Ribbons",Term Based BN?
7336,0,US,Collectibles,Militaria,Surplus,Other Military Surplus,,,588,4,Leaf,Collectibles > Militaria > Surplus > Other Military Surplus,Other Military Surplus Collectibles,Term Based BN?
7317,0,US,Collectibles,Militaria,Surplus,"Paper Items, Manuals",,,104025,4,Leaf,"Collectibles > Militaria > Surplus > Paper Items, Manuals",Collectible Military Surplus Paper Items & Manuals,Term Based BN?
7332,0,US,Collectibles,Militaria,Surplus,Parachutes,,,70990,4,Leaf,Collectibles > Militaria > Surplus > Parachutes,Collectible Military Surplus Parachutes,Term Based BN?
7333,0,US,Collectibles,Militaria,Surplus,Patches,,,36078,4,Leaf,Collectibles > Militaria > Surplus > Patches,Collectible Military Surplus Patches,Term Based BN?
7334,0,US,Collectibles,Militaria,Surplus,Radios,,,165615,4,Leaf,Collectibles > Militaria > Surplus > Radios,Collectible Military Surplus Radios,Term Based BN?
7335,0,US,Collectibles,Militaria,Surplus,Uniforms & BDUs,,,70988,4,Leaf,Collectibles > Militaria > Surplus > Uniforms & BDUs,Collectible Military Surplus Uniforms & BDUs,Term Based BN?
7250,0,US,Collectibles,Militaria,Vietnam (1961-75),Reproductions,,,156445,4,Leaf,Collectibles > Militaria > Vietnam (1961-75) > Reproductions,Vietnam War Reproduction Collectibles (1961-1975),Term Based BN?
7361,0,US,Collectibles,Non-Sport Trading Cards,Non-Sport Card Supplies & Accessories,"Card Albums, Binders & Pages",,,183059,4,Leaf,"Collectibles > Non-Sport Trading Cards > Non-Sport Card Supplies & Accessories > Card Albums, Binders & Pages","Non-Sport Trading Card Albums, Binders & Pages",Term Based BN?
7363,0,US,Collectibles,Non-Sport Trading Cards,Non-Sport Card Supplies & Accessories,Card Display Cases & Stands,,,261037,4,Leaf,Collectibles > Non-Sport Trading Cards > Non-Sport Card Supplies & Accessories > Card Display Cases & Stands,Non-Sport Trading Card Display Cases & Stands,Term Based BN?
7365,0,US,Collectibles,Non-Sport Trading Cards,Non-Sport Card Supplies & Accessories,Card Grading Tools,,,261950,4,Leaf,Collectibles > Non-Sport Trading Cards > Non-Sport Card Supplies & Accessories > Card Grading Tools,Non-Sport Trading Card Grading Tools,Term Based BN?
7359,0,US,Collectibles,Non-Sport Trading Cards,Non-Sport Card Supplies & Accessories,Card Sleeves & Bags,,,259148,4,Leaf,Collectibles > Non-Sport Trading Cards > Non-Sport Card Supplies & Accessories > Card Sleeves & Bags,Non-Sport Trading Card Sleeves & Bags,Term Based BN?
7364,0,US,Collectibles,Non-Sport Trading Cards,Non-Sport Card Supplies & Accessories,Card Sorting Trays,,,261038,4,Leaf,Collectibles > Non-Sport Trading Cards > Non-Sport Card Supplies & Accessories > Card Sorting Trays,Non-Sport Trading Card Sorting Trays,Term Based BN?
7362,0,US,Collectibles,Non-Sport Trading Cards,Non-Sport Card Supplies & Accessories,Card Storage Boxes & Dividers,,,259150,4,Leaf,Collectibles > Non-Sport Trading Cards > Non-Sport Card Supplies & Accessories > Card Storage Boxes & Dividers,Non-Sport Trading Card Storage Boxes & Card Dividers,Term Based BN?
7360,0,US,Collectibles,Non-Sport Trading Cards,Non-Sport Card Supplies & Accessories,Card Toploaders & Holders,,,259149,4,Leaf,Collectibles > Non-Sport Trading Cards > Non-Sport Card Supplies & Accessories > Card Toploaders & Holders,Non-Sport Trading Card Toploaders & Holders,Term Based BN?
7373,0,US,Collectibles,Paper,Booklets,1920-39,,,13987,4,Leaf,Collectibles > Paper > Booklets > 1920-39,Collectible Booklets (1920-1939),Term Based BN?
7374,0,US,Collectibles,Paper,Booklets,1940-59,,,13988,4,Leaf,Collectibles > Paper > Booklets > 1940-59,Collectible Booklets (1940-1959),Term Based BN?
7375,0,US,Collectibles,Paper,Booklets,1960-Now,,,4090,4,Leaf,Collectibles > Paper > Booklets > 1960-Now,Collectible Booklets (1960-Now),Term Based BN?
7372,0,US,Collectibles,Paper,Booklets,Pre-1920,,,13986,4,Leaf,Collectibles > Paper > Booklets > Pre-1920,Collectible Booklets (Pre-1920),Term Based BN?
7376,0,US,Collectibles,Paper,Booklets,"Unspecified, Unknown Date",,,165656,4,Leaf,"Collectibles > Paper > Booklets > Unspecified, Unknown Date",Collectible Booklets (Unknown Date),Term Based BN?
7379,0,US,Collectibles,Paper,Brochures,1940-59,,,13991,4,Leaf,Collectibles > Paper > Brochures > 1940-59,Collectible Brochures (1940-1959),Term Based BN?
7380,0,US,Collectibles,Paper,Brochures,1960-Now,,,4091,4,Leaf,Collectibles > Paper > Brochures > 1960-Now,Collectible Brochures (1960-Now),Term Based BN?
7378,0,US,Collectibles,Paper,Brochures,Pre-1940,,,13990,4,Leaf,Collectibles > Paper > Brochures > Pre-1940,Collectible Brochures (Pre-1940),Term Based BN?
7381,0,US,Collectibles,Paper,Brochures,"Unspecified, Unknown Date",,,165657,4,Leaf,"Collectibles > Paper > Brochures > Unspecified, Unknown Date",Collectible Brochures (Unknown Date),Term Based BN?
7384,0,US,Collectibles,Paper,Calendars,1940-59,,,41190,4,Leaf,Collectibles > Paper > Calendars > 1940-59,Collectible Calendars (1940-1959),Term Based BN?
7385,0,US,Collectibles,Paper,Calendars,1960-79,,,556,4,Leaf,Collectibles > Paper > Calendars > 1960-79,Collectible Calendars (1960-1979),Term Based BN?
7386,0,US,Collectibles,Paper,Calendars,1980-Last Year,,,156485,4,Leaf,Collectibles > Paper > Calendars > 1980-Last Year,Collectible Calendars (1980-Last Year),Term Based BN?
7387,0,US,Collectibles,Paper,Calendars,"Current Year, Next Year",,,156486,4,Leaf,"Collectibles > Paper > Calendars > Current Year, Next Year",Collectible Calendars (Current & Next Year),Term Based BN?
7388,0,US,Collectibles,Paper,Calendars,Perpetual Calendars,,,156487,4,Leaf,Collectibles > Paper > Calendars > Perpetual Calendars,Collectible Perpetual Calendars,Term Based BN?
7383,0,US,Collectibles,Paper,Calendars,Pre-1940,,,41184,4,Leaf,Collectibles > Paper > Calendars > Pre-1940,Collectible Calendars (Pre-1940),Term Based BN?
7389,0,US,Collectibles,Paper,Calendars,"Unspecified, Unknown Date",,,41394,4,Leaf,"Collectibles > Paper > Calendars > Unspecified, Unknown Date",Collectible Calendars (Unknown Date),Term Based BN?
7392,0,US,Collectibles,Paper,Correspondence,1900-49,,,156490,4,Leaf,Collectibles > Paper > Correspondence > 1900-49,Collectible Correspondence (1900-1949),Term Based BN?
7393,0,US,Collectibles,Paper,Correspondence,1950-Now,,,156491,4,Leaf,Collectibles > Paper > Correspondence > 1950-Now,Collectible Correspondence (1950-Now),Term Based BN?
7391,0,US,Collectibles,Paper,Correspondence,Pre-1900,,,156489,4,Leaf,Collectibles > Paper > Correspondence > Pre-1900,Collectible Correspondence (Pre-1900),Term Based BN?
7394,0,US,Collectibles,Paper,Correspondence,"Unspecified, Unknown Date",,,165661,4,Leaf,"Collectibles > Paper > Correspondence > Unspecified, Unknown Date",Collectible Correspondence (Unknown Date),Term Based BN?
7397,0,US,Collectibles,Paper,Documents,1800-1899,,,156493,4,Leaf,Collectibles > Paper > Documents > 1800-1899,Collectible Documents (1800-1899),Term Based BN?
7398,0,US,Collectibles,Paper,Documents,1900-1939,,,29466,4,Leaf,Collectibles > Paper > Documents > 1900-1939,Collectible Documents (1900-1939),Term Based BN?
7399,0,US,Collectibles,Paper,Documents,1940-59,,,29467,4,Leaf,Collectibles > Paper > Documents > 1940-59,Collectible Documents (1940-1959),Term Based BN?
7400,0,US,Collectibles,Paper,Documents,1960-Now,,,4092,4,Leaf,Collectibles > Paper > Documents > 1960-Now,Collectible Documents (1960-Now),Term Based BN?
7396,0,US,Collectibles,Paper,Documents,Pre-1800,,,156492,4,Leaf,Collectibles > Paper > Documents > Pre-1800,Collectible Documents (Pre-1800),Term Based BN?
7401,0,US,Collectibles,Paper,Documents,"Unspecified, Unknown Date",,,165658,4,Leaf,"Collectibles > Paper > Documents > Unspecified, Unknown Date",Collectible Documents (Unknown Date),Term Based BN?
7404,0,US,Collectibles,Paper,Ephemera,1800-99,,,156495,4,Leaf,Collectibles > Paper > Ephemera > 1800-99,Collectible Paper Ephemera (1800-1899),Term Based BN?
7405,0,US,Collectibles,Paper,Ephemera,1900-20,,,41188,4,Leaf,Collectibles > Paper > Ephemera > 1900-20,Collectible Paper Ephemera (1900-1920),Term Based BN?
7406,0,US,Collectibles,Paper,Ephemera,1920-39,,,41189,4,Leaf,Collectibles > Paper > Ephemera > 1920-39,Collectible Paper Ephemera (1920-1939),Term Based BN?
7407,0,US,Collectibles,Paper,Ephemera,1940-59,,,41185,4,Leaf,Collectibles > Paper > Ephemera > 1940-59,Collectible Paper Ephemera (1940-1959),Term Based BN?
7408,0,US,Collectibles,Paper,Ephemera,1960-Now,,,126,4,Leaf,Collectibles > Paper > Ephemera > 1960-Now,Collectible Paper Ephemera (1960-Now),Term Based BN?
7403,0,US,Collectibles,Paper,Ephemera,Pre-1800,,,156494,4,Leaf,Collectibles > Paper > Ephemera > Pre-1800,Collectible Paper Ephemera (Pre-1800),Term Based BN?
7409,0,US,Collectibles,Paper,Ephemera,"Unspecified, Unknown Date",,,41191,4,Leaf,"Collectibles > Paper > Ephemera > Unspecified, Unknown Date",Collectible Paper Ephemera (Unknown Date),Term Based BN?
7412,0,US,Collectibles,Paper,Matchbooks,Advertisements,,,156497,4,Leaf,Collectibles > Paper > Matchbooks > Advertisements,Collectible Advertisement Matchbooks,Term Based BN?
7413,0,US,Collectibles,Paper,Matchbooks,"Hotels, Motels",,,156498,4,Leaf,"Collectibles > Paper > Matchbooks > Hotels, Motels",Collectible Hotel & Motel Matchbooks,Term Based BN?
7417,0,US,Collectibles,Paper,Matchbooks,International Locations,,,156502,4,Leaf,Collectibles > Paper > Matchbooks > International Locations,Collectible International Matchbooks,Term Based BN?
7414,0,US,Collectibles,Paper,Matchbooks,"Lounges, Bars",,,156499,4,Leaf,"Collectibles > Paper > Matchbooks > Lounges, Bars",Collectible Lounge & Bar Matchbooks,Term Based BN?
7419,0,US,Collectibles,Paper,Matchbooks,Other Collectible Matchbooks,,,477,4,Leaf,Collectibles > Paper > Matchbooks > Other Collectible Matchbooks,Other Collectible Matchbooks,Term Based BN?
7415,0,US,Collectibles,Paper,Matchbooks,Restaurants,,,156500,4,Leaf,Collectibles > Paper > Matchbooks > Restaurants,Collectible Restaurant Matchbooks,Term Based BN?
7418,0,US,Collectibles,Paper,Matchbooks,US Locations,,,156503,4,Leaf,Collectibles > Paper > Matchbooks > US Locations,Collectible US Matchbooks,Term Based BN?
7416,0,US,Collectibles,Paper,Matchbooks,"Vehicles, Transportation",,,156501,4,Leaf,"Collectibles > Paper > Matchbooks > Vehicles, Transportation",Collectible Vehicle & Transportation Matchbooks,Term Based BN?
