order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,BN Title,CFN / BNT Misaligned?,Sheet_Label,Term Based BN?
1789,100,US Motors,eBay Motors,Parts & Accessories,Boat Parts,Trolling Motors & Components,Complete Trolling Motors,,171106,5,Leaf,eBay Motors > Parts & Accessories > Boat Parts > Trolling Motors & Components > Complete Trolling Motors,Complete Trolling Motors, ,  ,Term Based BN?,  
1790,100,US Motors,eBay Motors,Parts & Accessories,Boat Parts,Trolling Motors & Components,Trolling Motor Components,,124105,5,Leaf,eBay Motors > Parts & Accessories > Boat Parts > Trolling Motors & Components > Trolling Motor Components,Trolling Motor Components, ,  ,Term Based BN?,  
1791,100,US Motors,eBay Motors,Parts & Accessories,Boat Parts,Other,,,26455,4,Leaf,eBay Motors > Parts & Accessories > Boat Parts > Other,Other Boat Parts, ,  ,Term Based BN?,  
1792,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",,,,38635,3,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security","In-Car Technology, GPS & Security Devices", ,  ,Term Based BN?,  
1793,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,,,171101,4,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment",In-Car Entertainment Equipment, ,  ,Term Based BN?,  
1794,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Amplifiers,,21647,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Amplifiers",Audio Amplifiers for In-Car Entertainment, ,  ,Term Based BN?,  
1795,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Car DVD Players,,122188,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Car DVD Players",Car DVD Players, ,  ,Term Based BN?,  
1796,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Car Stereos & Head Units,,174119,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Car Stereos & Head Units",Car Stereos & Head Units, ,  ,Term Based BN?,  
1797,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,CD & DVD Changers,,169382,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > CD & DVD Changers",Car CD & DVD Changers, ,  ,Term Based BN?,  
1798,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Complete Sound Systems,,14268,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Complete Sound Systems",Complete In-Car Sound Systems, ,  ,Term Based BN?,  
1799,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Crossovers,,14273,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Crossovers",Car Audio Crossovers, ,  ,Term Based BN?,  
1800,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Equalizers,,38643,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Equalizers",Car Audio Equalizers, ,  ,Term Based BN?,  
1801,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,FM Transmitters,,179678,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > FM Transmitters",Car FM Transmitters, ,  ,Term Based BN?,  
1802,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Multimedia Players,,258035,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Multimedia Players",Car Multimedia Players, ,  ,Term Based BN?,  
1803,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Signal Processors,,169389,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Signal Processors",Audio Signal Processors for In-Car Entertainment, ,  ,Term Based BN?,  
1804,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Speakers,,179671,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Speakers",Car Speakers, ,  ,Term Based BN?,  
1805,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Subwoofers,,38771,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Subwoofers",Subwoofers for In-Car Entertainment, ,  ,Term Based BN?,  
1806,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",In-Car Entertainment,Other In-Car Entertainment,,169473,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > In-Car Entertainment > Other In-Car Entertainment",Other In-Car Entertainment Equipment, ,  ,Term Based BN?,  
1807,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,,,169423,4,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories",In-Car Electronics Accessories, ,  ,Term Based BN?,  
1808,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Amplifier Parts & Accessories,,184977,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Amplifier Parts & Accessories",Car Amplifier Parts & Accessories, ,  ,Term Based BN?,  
1809,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Bluetooth & Handsfree Car Kits,,38759,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Bluetooth & Handsfree Car Kits",In-Car Bluetooth & Handsfree Kits, ,  ,Term Based BN?,  
1810,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Cables & Extensions,,169347,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Cables & Extensions",In-Car Cables & Extension Leads, ,  ,Term Based BN?,  
1811,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Camera Detectors,,184978,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Camera Detectors",Car Camera Detectors, ,  ,Term Based BN?,  
1812,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Faceplates & Mounting Frames,,96371,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Faceplates & Mounting Frames",Car Faceplates & Mounting Frames, ,  ,Term Based BN?,  
1813,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Head Up Displays (HUDs),,185017,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Head Up Displays (HUDs)",In-Car Head Up Displays (HUDs), ,  ,Term Based BN?,  
1814,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Headphones,,174120,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Headphones",In-Car Headphones, ,  ,Term Based BN?,  
1815,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Power Capacitors,,169350,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Power Capacitors",Car Power Capacitors, ,  ,Term Based BN?,  
1816,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Power Inverters,,169391,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Power Inverters",Power Inverters for Car Electronics, ,  ,Term Based BN?,  
1817,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Radio Removal Tools,,184626,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Radio Removal Tools",Car Trim Removal Tools, ,  ,Term Based BN?,  
1818,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Rear View Mirror Monitors,,184619,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Rear View Mirror Monitors",Rear View Mirror Monitors, ,  ,Term Based BN?,  
1819,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Remote Controls,,61012,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Remote Controls",In-Car Remote Controls, ,  ,Term Based BN?,  
1820,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,TV Tuners,,185019,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > TV Tuners",In-Car TV Tuners, ,  ,Term Based BN?,  
1821,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Screens,,169395,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Screens",In-Car Screens & Monitors, ,  ,Term Based BN?,  
1822,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Electronic Accessories,Other Electronic Accessories,,38642,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Electronic Accessories > Other Electronic Accessories",Other In-Car Electronic Accessories, ,  ,Term Based BN?,  
1823,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",,,169321,4,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security","Car Dash Cams, Alarms & Security Devices", ,  ,Term Based BN?,  
1824,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Anti-Sleep Systems,,185021,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Anti-Sleep Systems",Car Anti-Sleep Systems, ,  ,Term Based BN?,  
1825,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Anti-Theft Car Alarms,,75329,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Anti-Theft Car Alarms",Anti-Theft Car Alarm Systems, ,  ,Term Based BN?,  
1826,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Car Immobilizers,,173712,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Car Immobilizers",Car Immobilisers, ,  ,Term Based BN?,  
1827,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security","Car Keys, Fobs & Remotes",,53908,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Car Keys, Fobs & Remotes","Car Keys, Fobs & Remotes", ,  ,Term Based BN?,  
1828,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Car Tracking Systems,,173713,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Car Tracking Systems",Car Tracking Systems, ,  ,Term Based BN?,  
1829,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Dash Cams,,174121,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Dash Cams",Car Dash Cams, ,  ,Term Based BN?,  
1830,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Key Blanks,,40016,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Key Blanks",Car Key Blanks, ,  ,Term Based BN?,  
1831,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Remote Entry System Kits,,184651,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Remote Entry System Kits",Car Remote Entry System Kits, ,  ,Term Based BN?,  
1832,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security",Remote Start System Kits,,184652,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Remote Start System Kits",Car Remote Start System Kits, ,  ,Term Based BN?,  
1833,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security","Dash Cams, Alarms & Security","Other Car Dash Cams, Alarms & Security Devices",,169335,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Dash Cams, Alarms & Security > Other Car Dash Cams, Alarms & Security Devices","Other Car Dash Cams, Alarms & Security Devices", ,  ,Term Based BN?,  
1834,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,,,139835,4,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices",Car GPS & Satellite Navigation Systems, ,  ,Term Based BN?,  
1835,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,Built-in Sat Nav,,38776,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > Built-in Sat Nav",Built-in Car Sat Nav Devices, ,  ,Term Based BN?,  
1836,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,Portable GPS Systems,,184979,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > Portable GPS Systems",Portable Car GPS Systems, ,  ,Term Based BN?,  
1837,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Software & Maps,,184980,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Software & Maps",Software & Maps for Car GPS & Sat Nav Devices, ,  ,Term Based BN?,  
1838,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,,169366,5,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories",Car GPS Accessories, ,  ,Term Based BN?,  
1839,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Adapters & Chargers,169367,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Adapters & Chargers",Car GPS Adapters & Chargers, ,  ,Term Based BN?,  
1840,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Antennas,169368,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Antennas",GPS Antennas for Car GPS & Sat Nav Devices, ,  ,Term Based BN?,  
1841,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Cases & Skins,169370,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Cases & Skins",Cases & Skins for Car GPS & Sat Nav Devices, ,  ,Term Based BN?,  
1842,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Holders & Mounts,60999,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Holders & Mounts",Holders & Mounts for Car GPS & Sat Nav Devices, ,  ,Term Based BN?,  
1843,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Replacement Batteries,184624,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Replacement Batteries",Car GPS Replacement Batteries, ,  ,Term Based BN?,  
1844,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Replacement Screens,184625,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Replacement Screens",Car GPS Replacement Screens, ,  ,Term Based BN?,  
1845,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Screen Protectors,169374,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Screen Protectors",Screen Protectors for Car GPS & Sat Nav Devices, ,  ,Term Based BN?,  
1846,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,GPS Accessories,Other GPS Accessories,169375,6,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > GPS Accessories > Other GPS Accessories",Other Car GPS Accessories, ,  ,Term Based BN?,  
1847,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",GPS & Sat Nav Devices,Other GPS & Sat Nav Devices,,139838,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > GPS & Sat Nav Devices > Other GPS & Sat Nav Devices",Other Car GPS & Satellite Navigation System Equipment, ,  ,Term Based BN?,  
1848,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,,,179672,4,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring",Car Terminals & Wiring, ,  ,Term Based BN?,  
1849,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Adapters & Plugs,,179673,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Adapters & Plugs",Car Electronics Adapters & Plugs, ,  ,Term Based BN?,  
1850,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Audio Interface Cables,,174118,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Audio Interface Cables",Car Audio Interface Cables, ,  ,Term Based BN?,  
1851,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Distribution Blocks,,169357,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Distribution Blocks",Car Terminals & Wiring Distribution Blocks, ,  ,Term Based BN?,  
1852,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Fuses & Fuse Holders,,169358,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Fuses & Fuse Holders",Car Fuses & Fuse Holders, ,  ,Term Based BN?,  
1853,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Relays,,169324,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Relays",Car Terminals & Wiring Relays, ,  ,Term Based BN?,  
1854,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Steering Wheel Interfaces,,174122,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Steering Wheel Interfaces",Car Steering Wheel Interfaces, ,  ,Term Based BN?,  
1855,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Terminals & Connectors,,179676,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Terminals & Connectors",Car Terminals & Connectors, ,  ,Term Based BN?,  
1856,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Wiring & Wiring Harnesses,,179675,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Wiring & Wiring Harnesses",Car Wiring & Wiring Harnesses, ,  ,Term Based BN?,  
1857,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Terminals & Wiring,Other Terminals & Wiring,,179677,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Terminals & Wiring > Other Terminals & Wiring",Other Car Terminals & Wiring Products, ,  ,Term Based BN?,  
1858,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,,,138854,4,Parent,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers",Car Speaker & Subwoofer Installation Equipment, ,  ,Term Based BN?,  
1859,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,Adapter Rings,,57290,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers > Adapter Rings",Car Speaker & Subwoofer Adapter Rings, ,  ,Term Based BN?,  
1860,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,Carpets,,138855,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers > Carpets",Car Speaker & Subwoofer Carpets, ,  ,Term Based BN?,  
1861,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,Enclosures,,179669,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers > Enclosures",Speaker & Subwoofer Enclosures for Cars, ,  ,Term Based BN?,  
1862,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,Grills & Guards,,138857,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers > Grills & Guards",Car Speaker & Subwoofer Grills & Guards, ,  ,Term Based BN?,  
1863,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,Insulation,,138856,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers > Insulation",Car Speaker & Subwoofer Insulation Equipment, ,  ,Term Based BN?,  
1864,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,Rear Shelves,,38770,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers > Rear Shelves",Car Speaker & Subwoofer Rear Shelf Installation Products, ,  ,Term Based BN?,  
1865,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",DIY for Speakers & Subwoofers,Other Speakers & Subwoofers DIY,,179670,5,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > DIY for Speakers & Subwoofers > Other Speakers & Subwoofers DIY",Other Car Speaker & Subwoofer Installation Equipment, ,  ,Term Based BN?,  
1866,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Radios for Parts,,,14262,4,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Radios for Parts",Car Radios for Parts, ,  ,Term Based BN?,  
1867,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Vintage Radios,,,96370,4,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Vintage Radios",Vintage Car Radios, ,  ,Term Based BN?,  
1868,100,US Motors,eBay Motors,Parts & Accessories,"In-Car Technology, GPS & Security",Other In-Car Technology,,,185012,4,Leaf,"eBay Motors > Parts & Accessories > In-Car Technology, GPS & Security > Other In-Car Technology","Other In-Car Technology, GPS & Security Devices", ,  ,Term Based BN?,  
1869,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,,,,6030,3,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories,Car & Truck Parts & Accessories, ,  ,Term Based BN?,  
1870,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Accessory Belts,,,262059,4,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Accessory Belts,Car & Truck Accessory Belts & Parts, ,  ,Term Based BN?,  
1871,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Accessory Belts,Belts,,262060,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Accessory Belts > Belts,Car & Truck Belts, ,  ,Term Based BN?,  
1872,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Accessory Belts,Idlers & Tensioners,,262061,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Accessory Belts > Idlers & Tensioners,Car & Truck Idlers & Tensioners, ,  ,Term Based BN?,  
1873,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Accessory Belts,Pulleys,,262062,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Accessory Belts > Pulleys,Car & Truck Pulleys, ,  ,Term Based BN?,  
1874,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Accessory Belts,Other Belt Parts,,262063,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Accessory Belts > Other Belt Parts,Other Car & Truck Belt Parts, ,  ,Term Based BN?,  
1875,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,,,262064,4,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems,Car & Truck Advanced Driver Assistance Systems, ,  ,Term Based BN?,  
1876,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,ADAS Control Modules,,262066,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > ADAS Control Modules,Car & Truck ADAS Control Modules, ,  ,Term Based BN?,  
1877,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Alert & Warning Devices,,262065,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Alert & Warning Devices,Car & Truck Alert & Warning Devices, ,  ,Term Based BN?,  
