order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,BN Title,CFN / BNT Misaligned?,Sheet_Label,Term Based BN?
1364,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Batteries, BMS & Charging Units",Batteries,263254,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Batteries, BMS & Charging Units > Batteries","Electric ATV, SxS & UTV Batteries", ,  ,Term Based BN?,  
1365,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Batteries, BMS & Charging Units",Battery Accessories,263255,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Batteries, BMS & Charging Units > Battery Accessories","Electric ATV, SxS & UTV Battery Accessories", ,  ,Term Based BN?,  
1366,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Batteries, BMS & Charging Units",Battery Management Systems (BMS),263256,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Batteries, BMS & Charging Units > Battery Management Systems (BMS)","Electric ATV, SxS & UTV Battery Management Systems (BMS)", ,  ,Term Based BN?,  
1367,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Batteries, BMS & Charging Units",Battery & BMS Units,263257,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Batteries, BMS & Charging Units > Battery & BMS Units","Electric ATV, SxS & UTV Battery & BMS Units", ,  ,Term Based BN?,  
1368,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Batteries, BMS & Charging Units",Charging Stations,263258,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Batteries, BMS & Charging Units > Charging Stations","Electric ATV, SxS & UTV Charging Stations", ,  ,Term Based BN?,  
1369,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Batteries, BMS & Charging Units",Mobile Charging,263259,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Batteries, BMS & Charging Units > Mobile Charging","Electric ATV, SxS & UTV Mobile Charging", ,  ,Term Based BN?,  
1370,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Charging Components,,263260,5,Parent,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Charging Components","Electric ATV, SxS & UTV Charging Components", ,  ,Term Based BN?,  
1371,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Charging Components,Charging Cables,263261,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Charging Components > Charging Cables","Electric ATV, SxS & UTV Charging Cables", ,  ,Term Based BN?,  
1372,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Charging Components,Charger Carry Cases,263262,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Charging Components > Charger Carry Cases","Electric ATV, SxS & UTV Charger Carry Cases", ,  ,Term Based BN?,  
1373,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Charging Components,Charging Converters,263263,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Charging Components > Charging Converters","Electric ATV, SxS & UTV Charging Converters", ,  ,Term Based BN?,  
1374,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Charging Components,Charger Holders,263264,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Charging Components > Charger Holders","Electric ATV, SxS & UTV Charger Holders", ,  ,Term Based BN?,  
1375,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Charging Components,Charging Upgrade Kits,263265,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Charging Components > Charging Upgrade Kits","Electric ATV, SxS & UTV Charging Upgrade Kits", ,  ,Term Based BN?,  
1376,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Charging Components,Other Charging Components,263266,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Charging Components > Other Charging Components","Other Electric ATV, SxS & UTV Charging Components", ,  ,Term Based BN?,  
1377,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Control Modules,,263267,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Control Modules","Electric ATV, SxS & UTV Control Modules", ,  ,Term Based BN?,  
1378,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Conversion Kits,,263268,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Conversion Kits","Electric ATV, SxS & UTV Conversion Kits", ,  ,Term Based BN?,  
1379,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Converters & Inverters,,263269,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Converters & Inverters","Electric ATV, SxS & UTV Converters & Inverters", ,  ,Term Based BN?,  
1380,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Cooling Components,,263270,5,Parent,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Cooling Components","Electric ATV, SxS & UTV Cooling Components", ,  ,Term Based BN?,  
1381,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Cooling Components,Cooling Plates,263273,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Cooling Components > Cooling Plates","Electric ATV, SxS & UTV Cooling Plates", ,  ,Term Based BN?,  
1382,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Cooling Components,Fans,263272,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Cooling Components > Fans","Electric ATV, SxS & UTV Fans", ,  ,Term Based BN?,  
1383,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Cooling Components,Heatsinks & Cooling Fins,263271,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Cooling Components > Heatsinks & Cooling Fins","Electric ATV, SxS & UTV Heatsinks & Cooling Fins", ,  ,Term Based BN?,  
1384,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Drive Motors & Parts,,263274,5,Parent,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Drive Motors & Parts","Electric ATV, SxS & UTV Drive Motors & Parts", ,  ,Term Based BN?,  
1385,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Drive Motors & Parts,Drive Motors,263275,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Drive Motors & Parts > Drive Motors","Electric ATV, SxS & UTV Drive Motors", ,  ,Term Based BN?,  
1386,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Drive Motors & Parts,Drive Motor Parts,263276,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Drive Motors & Parts > Drive Motor Parts","Electric ATV, SxS & UTV Drive Motor Parts", ,  ,Term Based BN?,  
1387,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",High Voltage Circuit Fuses & Breakers,,263277,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > High Voltage Circuit Fuses & Breakers","Electric ATV, SxS & UTV High Voltage Circuit Fuses & Breakers", ,  ,Term Based BN?,  
1388,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Relays & Contactors,,263278,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Relays & Contactors","Electric ATV, SxS & UTV Relays & Contactors", ,  ,Term Based BN?,  
1389,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts",Switches,,263279,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Switches","Electric ATV, SxS & UTV Switches", ,  ,Term Based BN?,  
1390,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Wiring Harnesses, Cables & Connectors",,263280,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Wiring Harnesses, Cables & Connectors","Electric ATV, SxS & UTV Wiring Harnesses, Cables & Connectors", ,  ,Term Based BN?,  
1391,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories","Electric ATV, SxS & UTV Parts","Other Electric ATV, Side-by-Side & UTV Parts",,263281,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electric ATV, SxS & UTV Parts > Other Electric ATV, Side-by-Side & UTV Parts","Other Electric ATV, Side-by-Side & UTV Parts", ,  ,Term Based BN?,  
1392,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,,,263282,4,Parent,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components","ATV, Side-by-Side & UTV Electrical & Ignition Components", ,  ,Term Based BN?,  
1393,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Alternators & Generators,,263283,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Alternators & Generators","ATV, Side-by-Side & UTV Alternators & Generators", ,  ,Term Based BN?,  
1394,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Alternator & Generator Parts,,263284,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Alternator & Generator Parts","ATV, Side-by-Side & UTV Alternator & Generator Parts", ,  ,Term Based BN?,  
1395,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Batteries,,263285,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Batteries","ATV, Side-by-Side & UTV Batteries", ,  ,Term Based BN?,  
1396,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Battery Accessories,,263286,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Battery Accessories","ATV, Side-by-Side & UTV Battery Accessories", ,  ,Term Based BN?,  
1397,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Distributors,,263287,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Distributors","ATV, Side-by-Side & UTV Distributors", ,  ,Term Based BN?,  
1398,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Distributor Parts,,263288,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Distributor Parts","ATV, Side-by-Side & UTV Distributor Parts", ,  ,Term Based BN?,  
1399,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,"ECUs, CDIs & Computer Modules",,263289,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > ECUs, CDIs & Computer Modules","ATV, Side-by-Side & UTV ECUs, CDIs & Computer Modules", ,  ,Term Based BN?,  
1400,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Electrical & Ignition Sensors & Switches,,263298,5,Parent,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Electrical & Ignition Sensors & Switches","ATV, Side-by-Side & UTV Electrical & Ignition Sensors & Switches", ,  ,Term Based BN?,  
1401,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Electrical & Ignition Sensors & Switches,Ignition Key Switches,263299,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Electrical & Ignition Sensors & Switches > Ignition Key Switches","ATV, Side-by-Side & UTV Ignition Key Switches", ,  ,Term Based BN?,  
1402,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Electrical & Ignition Sensors & Switches,Sensors & Switches,263300,6,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Electrical & Ignition Sensors & Switches > Sensors & Switches","ATV, Side-by-Side & UTV Sensors & Switches", ,  ,Term Based BN?,  
1403,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Fuses & Fuse Boxes,,263290,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Fuses & Fuse Boxes","ATV, Side-by-Side & UTV Fuses & Fuse Boxes", ,  ,Term Based BN?,  
1404,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Horns & Horn Covers,,263291,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Horns & Horn Covers","ATV, Side-by-Side & UTV Horns & Horn Covers", ,  ,Term Based BN?,  
1405,100,US Motors,eBay Motors,Parts & Accessories,"ATV, Side-by-Side & UTV Parts & Accessories",Electrical & Ignition Components,Ignition Coils,,263292,5,Leaf,"eBay Motors > Parts & Accessories > ATV, Side-by-Side & UTV Parts & Accessories > Electrical & Ignition Components > Ignition Coils","ATV, Side-by-Side & UTV Ignition Coils", ,  ,Term Based BN?,  
